x,y,crash,Restaurants,ATMs,Bars,Bus Stops,Convenience Stores,Department Stores,Greengroceries,Hotels,Market Places,Metro Stations,School,Temples,Household,Intersections,Road length
121.516825,25.138928,323,4,0,0,0,0,0,0,0,0,0,1,0,185,139,16941.83088
121.512763,25.054908,398,3,0,0,0,3,0,0,0,0,0,0,2,345,138,4132.356436
121.556562,25.054945,497,9,0,0,0,1,0,0,0,0,0,0,1,833,138,6034.392509
121.590522,25.043049,580,22,0,0,0,3,0,0,0,0,0,2,0,573,138,8976.957182
121.528268,25.031931,608,60,0,1,0,4,0,0,0,1,1,1,0,321,137,4607.987522
121.597111,25.077574,362,5,0,0,0,3,0,0,0,0,0,0,0,400,137,5334.678892
121.517659,25.06724,470,11,0,0,0,2,0,0,0,0,0,0,0,314,136,4294.726051
121.53259,25.028072,320,12,1,0,1,2,0,1,0,0,0,1,1,509,135,5251.793701
121.597764,25.057651,651,0,1,0,3,3,0,0,0,0,0,0,0,138,135,13302.54165
121.546456,24.993122,529,17,0,0,0,3,0,0,0,0,0,0,0,424,135,4261.245587
121.517071,25.084039,211,30,0,0,0,3,0,0,0,0,0,0,0,481,135,5690.641681
121.553047,25.016076,893,13,0,0,0,3,0,0,0,0,0,0,0,446,134,9565.085921
121.600789,25.053582,922,4,1,0,0,4,0,0,0,0,0,0,0,290,134,7239.433527
121.55805,25.060252,496,4,0,0,0,3,0,0,0,0,0,0,0,644,133,6511.059106
121.556211,25.022726,284,20,0,0,0,2,0,0,0,0,0,0,0,534,133,4476.803878
121.559048,25.036629,721,9,0,0,0,3,0,0,0,0,0,0,0,466,133,3668.62736
121.525234,25.059131,307,10,1,1,2,9,0,5,0,0,0,0,0,340,132,5465.783844
121.50996,25.07054,440,13,0,0,0,2,0,0,0,0,0,0,3,430,132,5071.301879
121.561978,24.990984,1155,9,0,0,0,4,0,0,0,0,0,0,0,432,132,5378.489946
121.512257,25.026464,722,15,0,0,0,3,0,0,0,0,0,1,0,377,132,6678.473718
121.49185,25.024166,472,10,1,0,0,4,0,0,0,0,0,0,20,418,131,7046.890006
121.505822,25.160406,64,1,0,0,1,0,0,0,0,0,0,1,0,43,131,14962.73425
121.498567,25.030918,220,12,0,0,0,0,0,0,0,0,0,1,0,254,130,5349.949496
121.606513,25.070555,646,18,0,0,0,5,0,0,0,0,0,1,0,219,130,5480.571951
121.521295,25.086039,261,21,0,0,0,5,0,0,0,0,0,0,2,272,130,4952.965458
121.502856,25.019226,262,6,0,0,0,6,0,1,0,0,0,0,0,504,130,6227.580181
121.567533,25.055727,720,6,1,0,0,1,0,0,0,0,0,1,0,367,130,4903.048848
121.576924,25.037296,556,23,0,0,0,2,0,0,0,0,0,0,0,543,130,4674.027327
121.552304,24.999543,479,4,0,0,0,4,0,0,0,0,0,0,2,506,129,4608.501591
121.526516,25.116504,517,11,0,0,0,3,0,0,0,0,0,1,0,422,129,7366.1754
121.579108,25.047305,421,18,0,0,0,4,0,0,0,0,0,0,0,290,129,4275.304693
121.553623,25.035287,423,17,0,1,0,3,0,0,0,1,1,0,0,560,129,5040.283398
121.509463,25.061837,656,6,0,1,0,3,0,1,0,0,0,2,1,272,128,6538.36236
121.521957,25.078672,742,11,0,0,0,1,0,4,0,0,0,1,0,397,128,21980.40604
121.539514,25.056201,1465,44,1,0,0,4,0,0,0,0,0,0,0,482,128,5627.337792
121.550341,25.026223,1162,19,0,3,1,6,1,0,0,0,0,0,0,414,128,4345.152931
121.544804,25.035613,542,22,0,0,1,2,0,0,0,0,0,0,0,443,127,4147.75766
121.52833,25.028213,460,19,2,1,0,2,0,0,0,0,0,0,0,496,127,4222.61259
121.563977,24.981549,645,16,0,0,0,5,0,0,0,0,0,1,0,322,127,9360.956086
121.491708,25.030614,520,12,0,0,0,3,0,0,0,0,0,2,0,245,126,8001.001663
121.541524,24.990505,1030,54,0,1,3,5,1,1,0,0,0,1,0,405,125,5191.571991
121.617653,25.053122,445,22,0,1,1,7,0,0,0,1,1,1,2,293,125,5545.170696
121.518653,25.021996,800,3,0,0,0,3,0,0,0,0,0,0,1,233,125,5967.583035
121.515231,25.117623,532,3,0,0,0,3,0,0,0,0,0,0,3,327,125,4260.242925
121.559513,25.03043,694,20,0,0,0,4,0,0,0,0,0,0,1,473,124,3938.387962
121.579392,25.04353,526,25,1,0,0,3,0,0,0,0,0,2,0,443,123,4383.561703
121.560216,24.988474,715,14,0,0,0,3,0,0,0,0,0,2,0,134,123,5651.442377
121.556239,25.039634,695,14,0,2,0,4,0,0,0,0,0,0,1,488,122,4939.118891
121.545522,25.022253,651,5,0,0,0,0,0,0,0,0,0,1,0,191,121,5510.43741
121.555215,25.006395,928,12,2,1,0,5,0,0,0,1,1,0,0,281,121,4651.633281
121.560547,25.052706,787,28,1,0,0,7,0,0,0,0,0,1,0,645,121,5529.266605
121.508517,25.058677,817,7,0,0,0,6,1,0,0,0,0,0,0,361,121,6170.999965
121.560824,25.047442,659,34,0,0,0,2,0,0,0,0,0,0,0,510,120,5240.837005
121.553821,25.040443,292,21,0,2,0,5,0,2,0,0,0,0,0,737,119,8058.905669
121.538704,25.04321,531,14,0,0,0,2,0,0,0,0,0,0,0,367,119,10418.3298
121.579213,25.039817,971,35,0,0,0,3,0,0,0,0,0,0,0,508,119,4429.164453
121.587628,25.034584,680,33,0,0,0,1,0,0,0,0,0,2,0,606,119,5224.8332
121.518077,25.081804,380,48,0,0,0,6,0,0,0,0,0,0,0,471,118,6844.275415
121.509765,25.029122,455,10,0,0,0,1,0,0,0,0,0,0,0,206,117,4667.991877
121.576689,25.032094,205,15,0,0,0,4,0,0,0,0,0,0,0,459,117,5300.420437
121.553182,25.026783,475,7,1,0,0,2,0,0,0,0,0,1,0,381,116,3917.958069
121.540085,25.002265,697,19,1,1,2,6,0,0,0,1,1,1,0,416,116,3805.26465
121.5125,25.0679,553,18,0,0,0,2,0,0,0,0,0,0,0,297,116,4395.000353
121.540136,25.026343,402,15,4,1,0,3,0,0,0,0,0,0,0,572,116,6068.56602
121.525099,25.033386,672,2,0,0,0,1,0,0,0,0,0,1,1,233,116,4351.348395
121.546564,25.056077,777,15,0,0,1,4,0,0,0,0,0,0,4,345,115,5104.414883
121.500606,25.037699,674,24,0,0,0,3,0,1,0,1,1,0,0,407,113,3590.187169
121.616856,25.070601,237,15,0,0,0,6,0,0,0,0,0,1,1,320,113,4763.497403
121.57369,25.041573,574,8,1,0,1,1,0,0,0,1,1,0,0,291,113,4290.467467
121.562929,25.055436,288,1,0,1,0,2,0,0,0,0,0,1,0,956,113,4503.712949
121.581175,25.038413,608,24,0,0,0,1,0,0,0,0,0,0,0,362,113,4464.054615
121.591728,25.083565,593,31,1,1,0,8,0,0,0,1,1,1,0,378,112,3754.76638
121.530474,25.063653,708,13,0,0,1,4,0,0,0,0,0,0,0,389,111,5678.47017
121.520262,25.031782,1039,11,1,1,0,1,0,0,0,1,1,1,0,573,111,5331.834926
121.498105,25.027534,550,15,1,0,0,5,0,0,0,0,0,3,1,265,110,4298.976237
121.608065,25.067403,506,1,0,0,1,3,0,0,0,0,0,2,0,164,110,10404.2556
121.522967,25.08253,273,14,0,0,0,5,0,0,0,0,0,0,0,477,109,5347.871455
121.506601,25.02901,201,22,0,0,0,2,0,1,0,0,0,1,1,548,109,3619.440255
121.537764,25.000603,483,24,0,0,2,2,0,1,0,0,0,0,0,563,109,4395.650624
121.547983,25.0027,727,8,0,0,0,3,0,0,0,0,0,1,0,312,109,3566.40607
121.508918,25.064429,354,5,0,0,0,0,0,0,0,0,0,0,0,168,108,6676.364517
121.501635,25.027148,372,16,0,0,1,4,0,4,0,0,0,1,0,470,108,3557.67681
121.566186,25.000968,312,0,0,0,0,0,0,0,0,1,1,1,0,407,108,9343.51508
121.542117,25.027888,1048,22,0,0,0,1,0,0,0,0,0,1,0,379,108,3260.352777
121.574971,25.042674,174,0,0,0,0,1,0,0,0,0,0,0,1,328,108,3345.088117
121.559943,24.999548,703,14,1,0,5,2,0,1,0,1,1,2,0,204,107,5779.319287
121.515059,25.108494,219,3,0,0,0,1,0,1,0,0,0,0,0,322,107,3296.004037
121.56504,25.106183,75,0,0,0,0,0,0,0,0,0,0,1,3,317,107,13615.11094
121.512657,25.064371,122,17,0,0,0,3,0,0,0,1,1,3,0,220,106,5324.86924
121.49239,25.022637,704,5,0,0,0,1,0,0,0,0,0,0,0,246,106,3915.407072
121.552949,25.030427,291,12,0,0,0,4,0,1,0,0,0,1,1,467,105,4084.537322
121.500092,25.138623,501,27,0,0,0,2,0,0,0,0,0,0,5,282,105,3566.598879
121.500533,25.023073,314,22,0,0,0,2,0,0,0,0,0,1,0,373,105,3594.570394
121.525096,25.0535,316,15,0,0,1,6,0,0,0,0,0,0,0,235,104,4885.716894
121.562655,25.023915,1220,22,0,0,0,4,0,2,0,0,0,0,0,585,104,5472.311371
121.550719,25.046449,749,35,0,2,0,4,0,0,0,0,0,0,0,512,103,4442.011965
121.494526,25.140106,353,7,0,0,0,0,0,0,0,0,0,1,5,290,101,4275.700097
121.56081,24.983025,295,18,0,0,1,2,0,1,0,0,0,0,0,306,99,2977.903469
121.496928,25.022591,201,5,0,0,0,2,0,0,0,0,0,0,3,252,99,3222.313378
121.56595,25.021943,189,6,0,0,0,2,0,0,0,0,0,0,0,521,99,5700.217866
121.525069,25.063791,500,25,0,0,0,7,0,0,0,1,1,1,0,320,98,5172.40703
121.559998,25.027154,936,10,0,0,0,2,0,0,0,0,0,0,7,353,98,4489.099977
121.502658,25.037578,398,25,0,0,1,2,0,0,0,0,0,1,0,282,97,3414.047426
121.555686,25.017502,607,20,0,0,0,5,0,0,0,0,0,0,0,654,97,7450.720049
121.576608,25.044345,205,2,0,0,0,2,0,0,0,0,0,0,0,508,97,2979.91013
121.53665,25.066696,263,8,0,0,0,2,0,0,0,0,0,0,0,286,95,5500.68244
121.498823,25.024274,380,29,0,0,0,1,0,0,0,0,0,2,0,300,95,3420.836212
121.564416,24.985881,838,8,0,0,0,1,0,0,0,0,0,0,0,264,95,3546.252111
121.593708,25.085735,474,18,0,0,0,3,0,0,0,0,0,0,0,332,94,3563.958209
121.53183,25.066481,492,18,0,0,0,4,0,0,0,0,0,0,0,402,94,4353.876171
121.614294,25.071206,454,25,0,0,0,5,0,0,0,0,0,0,0,300,93,3467.317997
121.523939,25.087518,283,44,0,3,0,4,0,0,0,1,1,1,0,208,92,4293.988232
121.529942,25.024979,891,27,2,0,2,3,0,1,0,0,0,0,0,443,92,3544.642175
121.512543,25.058823,664,5,1,0,0,3,0,0,0,0,0,0,2,299,91,3454.586569
121.513247,25.029793,360,10,0,0,0,2,0,0,0,0,0,2,0,267,90,3664.109056
121.573677,25.039915,496,13,0,0,0,6,0,0,0,0,0,1,0,654,90,4680.138289
121.529621,25.021846,428,11,0,0,2,4,0,0,0,1,1,1,0,404,90,4877.054553
121.5565,25.046547,559,5,0,0,0,1,0,0,0,0,0,0,1,337,90,4783.53858
121.508896,25.067234,114,10,0,0,0,0,0,0,0,0,0,0,0,161,89,3003.810162
121.590719,25.035941,303,6,0,0,0,1,0,0,0,0,0,0,0,381,89,2725.283038
121.495455,25.025839,511,39,0,0,0,2,0,0,0,0,0,0,0,365,88,3532.853651
121.505028,25.042757,1094,46,2,3,0,7,0,0,0,0,0,1,2,264,87,3743.496869
121.584419,25.045792,468,16,0,0,0,4,0,0,0,1,1,0,0,390,86,3060.690434
121.505785,25.031429,173,5,0,0,0,2,0,0,0,0,0,0,2,221,86,3676.487914
121.5711,25.044078,471,4,0,0,0,1,0,0,0,0,0,0,0,292,86,3307.625006
121.573427,25.04646,331,7,0,0,0,3,0,0,0,0,0,0,2,320,86,3458.616618
121.557355,25.024361,172,3,0,0,0,3,0,0,0,0,0,0,0,286,84,5045.376006
121.568466,25.044202,833,2,0,1,0,3,0,0,0,0,0,0,3,424,84,6296.732527
121.559324,25.020286,487,16,0,0,0,3,0,0,0,0,0,0,0,393,84,4042.954468
121.521084,25.025708,546,12,1,1,0,3,0,0,0,1,1,1,0,297,83,3266.507193
121.565687,25.013899,196,2,0,0,0,0,0,0,0,0,0,0,0,34,82,12465.78266
121.539345,25.064965,273,37,0,0,2,4,0,0,0,0,0,0,0,696,81,5647.69476
121.584739,25.031653,708,17,0,0,0,1,0,0,0,0,0,0,1,419,81,3516.201172
121.525807,25.089682,293,32,0,0,0,8,1,0,0,0,0,0,0,304,80,3730.653941
121.534431,25.00238,606,2,0,0,0,0,0,0,0,0,0,0,0,331,80,8081.992174
121.505173,25.040655,686,29,0,1,0,6,0,3,0,0,0,0,0,564,79,3947.895887
121.558456,25.032735,858,24,0,1,1,2,0,0,0,0,0,0,1,303,78,4389.022525
121.524987,25.065773,591,21,0,2,0,7,0,0,0,0,0,0,2,456,77,5619.73596
121.502343,25.023936,136,10,0,0,0,2,0,1,0,0,0,1,0,358,76,2484.692067
121.558515,25.057461,469,9,0,0,1,2,0,0,0,0,0,1,2,333,75,3658.760268
121.506786,25.034576,741,17,1,0,0,0,0,0,0,0,0,0,0,266,72,3534.004593
121.564344,25.060835,330,2,0,0,1,2,0,0,0,0,0,0,0,400,71,2962.173169
121.585291,25.043316,233,8,0,0,0,5,0,0,0,0,0,0,0,422,71,3131.308004
121.506832,25.022637,448,2,0,0,0,0,0,0,0,0,0,0,0,232,71,8088.43474
121.553232,25.046324,330,19,0,0,0,3,0,0,0,0,0,0,0,321,70,3359.615871
121.547822,25.046612,466,1,0,0,0,1,0,1,0,0,0,0,1,227,70,2646.962459
121.555346,25.028795,246,3,0,0,0,2,0,0,0,0,0,0,0,337,69,3341.208735
121.509083,25.026666,557,22,0,0,0,2,0,0,0,0,0,0,0,380,69,3060.222898
121.573739,25.044438,248,2,0,0,0,2,0,0,0,0,0,0,0,408,68,2924.539372
121.56475,25.057948,223,14,0,0,0,1,0,0,0,0,0,0,1,351,68,2344.935551
121.611493,25.071564,427,12,0,0,0,1,0,0,0,0,0,1,1,198,67,2720.51264
121.545326,25.046488,436,8,0,1,1,3,0,0,0,0,0,0,0,220,63,2511.1567
121.504758,25.02707,719,9,0,0,0,5,0,0,0,0,0,0,0,802,63,3340.213504
121.514815,25.067196,212,1,0,0,0,0,0,0,0,0,0,0,0,229,63,2416.268985
121.554862,25.052474,397,29,0,1,0,3,0,0,0,0,0,0,1,375,62,2850.232889
121.580295,25.074322,447,4,1,1,0,0,0,0,0,0,0,0,0,315,61,3325.779534
121.580893,25.030588,149,5,0,0,0,0,0,0,0,0,0,2,1,135,60,4393.737639
121.539266,25.029447,138,8,0,0,0,2,0,0,0,0,0,0,0,590,55,3507.221029
121.503156,25.02898,219,3,1,0,0,3,0,1,0,0,0,0,0,438,55,1837.711075
121.557228,25.027547,716,6,0,1,0,2,0,1,0,0,0,1,3,282,48,2145.838363
121.543159,25.056157,308,10,1,1,0,2,0,0,0,0,0,0,0,495,45,2640.464754
121.554202,25.057138,132,12,0,0,0,2,0,0,0,0,0,0,0,190,39,2170.627992
121.554618,25.046157,127,6,0,0,0,2,0,0,0,0,0,0,0,247,29,2602.674248
121.593986,25.036999,51,1,0,0,0,0,0,0,0,0,0,0,0,297,15,2921.474312
121.545633,25.026914,66,7,1,0,0,0,0,0,0,0,0,0,4,700,7,691.348406
121.507765,25.025449,173,11,0,0,0,0,0,5,0,0,0,0,2,309,6,941.670492
