x,y,crash,resto,atm,super,bar,busstp,cafe,conven,deptst,fastfd,gc,hotel,market,metro,temple
121.579158,25.07372529,447,5,1,0,1,1,5,0,0,0,0,0,0,0,0
121.5444498,25.0760885,1966,2,0,0,0,11,0,0,0,0,0,0,0,0,1
121.5325769,25.06821683,984,12,0,1,0,9,0,4,0,0,0,0,0,0,2
121.5240362,25.0725414,1752,23,1,0,1,15,5,5,0,1,0,0,0,1,3
121.6114938,25.07441176,263,2,0,0,0,5,0,2,0,0,0,0,0,0,1
121.5835749,25.07639456,675,46,0,0,0,3,1,4,0,0,0,0,0,0,0
121.6040834,25.07295396,846,9,1,0,0,12,2,4,0,1,0,0,0,1,0
121.5114361,25.07381127,892,3,1,0,0,7,0,3,0,0,0,0,0,0,0
121.5955979,25.07806139,362,8,0,0,0,10,1,3,0,1,0,0,0,0,0
121.5203199,25.07658179,1052,3,0,0,0,2,0,0,0,1,0,0,0,0,1
121.5836106,25.07850705,516,26,0,1,0,9,1,3,0,3,0,0,0,1,0
121.544505,25.07801978,1120,30,0,1,0,6,4,6,0,2,2,0,0,1,0
121.5249842,25.07801752,1162,12,0,0,0,2,1,1,0,1,0,1,0,0,0
121.5763358,25.07942551,3002,103,4,5,0,13,16,17,0,3,2,0,0,0,0
121.5908542,25.07832605,872,51,0,3,0,7,7,5,1,6,2,0,0,0,0
121.5083391,25.08159875,290,5,0,0,0,4,0,1,0,0,0,0,0,0,0
121.5204909,25.08096266,380,52,0,1,0,3,0,6,0,0,0,0,1,0,1
121.5760908,25.08136488,295,22,0,1,1,2,0,5,0,1,0,0,0,1,0
121.513113,25.08374416,525,6,0,0,0,5,0,4,0,1,0,0,0,0,0
121.524171,25.08194177,727,19,0,1,0,5,1,5,0,1,0,0,0,0,0
121.5936317,25.08043531,633,20,0,2,0,6,0,5,0,2,1,0,0,0,0
121.5597103,25.08365827,1893,70,0,0,1,17,2,5,1,1,0,1,0,0,0
121.5181708,25.08391842,211,33,0,0,0,2,0,3,0,1,1,0,0,0,0
121.5928131,25.08401601,593,52,1,5,1,9,6,8,0,9,4,0,0,1,0
121.5498216,25.08490973,1681,38,1,1,0,13,4,4,0,4,0,0,0,0,0
121.5655876,25.08583513,1698,119,0,1,1,13,13,15,0,8,1,0,1,1,0
121.507176,25.08465942,1036,6,0,1,0,4,0,3,0,1,0,0,0,0,0
121.5705914,25.08429619,495,85,0,0,0,4,6,4,0,2,0,0,0,0,0
121.5936948,25.0847818,492,25,0,0,0,7,0,3,0,1,1,0,0,0,0
121.5987574,25.08466344,420,10,0,0,0,5,0,3,0,0,0,0,0,0,1
121.5233594,25.0848824,556,23,0,0,0,3,0,5,0,2,0,0,0,0,0
121.5093196,25.08657861,1017,8,0,1,0,3,1,2,0,0,0,0,0,0,0
121.580818,25.08469385,820,8,1,3,0,10,1,4,0,1,0,0,0,0,0
121.5159105,25.08668252,379,10,0,1,0,4,0,1,0,0,0,0,0,0,0
121.5065665,25.0866449,1087,10,0,0,0,4,0,4,0,0,0,0,0,0,0
121.5774267,25.08009925,892,82,0,2,0,5,1,6,0,3,0,0,1,0,2
121.5247442,25.0842567,891,60,0,0,3,6,4,4,0,1,2,0,0,1,0
121.6165523,25.07500843,196,3,0,0,0,9,0,0,0,0,0,0,0,0,0
121.5444806,25.07977308,1780,9,1,0,0,19,1,2,0,0,0,0,1,0,2
121.5268307,25.08934123,606,49,0,0,0,4,7,8,1,2,0,1,0,0,1
121.5527481,25.08584521,710,3,0,0,0,1,0,2,0,0,0,0,0,1,0
121.5479227,25.08035572,1347,69,0,2,0,3,12,6,0,6,0,0,0,0,0
121.5725018,25.08584981,603,10,0,0,0,6,1,1,0,0,0,0,0,0,0
121.5220458,25.09254521,1543,38,0,0,0,13,8,4,0,2,0,0,0,0,0
121.5088287,25.08800979,990,30,0,1,0,5,1,1,0,0,0,0,0,0,0
121.507641,25.08924077,260,24,0,0,0,3,0,3,0,1,0,0,0,0,0
121.5032189,25.09259029,654,11,0,1,0,7,0,4,0,0,0,0,0,0,0
121.5144718,25.0942928,2271,16,1,0,0,12,1,3,0,1,0,0,0,0,0
121.5623351,25.08496552,1420,27,1,2,0,8,1,4,0,2,0,0,0,0,2
121.5678743,25.08639137,599,16,0,1,0,1,1,7,0,1,0,0,0,0,3
121.5192633,25.09616401,1481,28,0,0,0,12,5,5,0,6,2,0,0,0,1
121.5276425,25.0923336,3102,27,1,1,1,19,7,3,0,4,0,0,0,1,2
121.5240438,25.09714859,772,12,0,0,0,4,4,3,0,0,0,1,0,0,0
121.5292451,25.09607715,936,7,0,0,0,4,2,2,0,2,0,0,0,0,2
121.5212926,25.10423116,814,30,0,0,0,6,3,3,0,0,1,0,0,0,0
121.6018411,25.08518281,343,4,0,2,0,8,1,2,0,0,0,0,0,1,3
121.5324268,25.10126657,969,8,1,0,0,11,0,3,0,1,0,0,0,0,0
121.5262702,25.10086383,1223,82,1,0,0,10,2,2,0,2,0,0,0,1,0
121.5892423,25.0863297,255,10,0,1,1,3,0,3,0,2,0,0,0,0,0
121.527635,25.10593229,388,18,0,0,0,7,2,3,0,1,0,0,0,0,0
121.5371995,25.10029194,1065,10,0,0,0,10,0,1,0,0,0,0,0,0,1
121.6217059,25.0762293,285,1,0,0,0,13,0,2,0,0,0,0,0,0,2
121.5115455,25.10806488,1324,4,0,0,0,11,0,1,0,0,0,0,0,0,0
121.5313232,25.10805615,343,43,0,1,0,6,0,1,0,2,0,0,0,0,0
121.5149373,25.10963569,219,4,0,0,0,1,0,1,0,0,0,0,0,0,0
121.5158457,25.11033154,330,16,0,1,0,3,1,7,0,1,0,0,0,0,0
121.5278754,25.10752288,780,56,0,1,0,4,5,5,0,3,6,0,0,0,0
121.5617557,25.10796291,75,0,0,0,0,32,0,0,0,0,0,0,0,0,3
121.5432097,25.0972356,975,8,0,0,0,21,2,3,0,0,0,0,0,0,0
121.5010218,25.1022644,210,0,0,0,0,11,0,0,0,0,0,0,0,0,2
121.5230736,25.10549612,860,43,0,0,0,6,4,2,0,1,1,1,0,0,0
121.5104018,25.11156018,1294,11,1,1,0,4,0,2,0,1,0,0,0,0,0
121.5073481,25.11425324,504,12,0,0,0,3,0,2,0,1,0,0,0,0,0
121.4863599,25.1099604,979,8,0,0,0,18,0,0,0,0,0,0,0,0,3
121.5151914,25.11312966,604,26,0,1,0,3,0,4,0,1,0,0,0,0,0
121.5190255,25.11238616,792,11,1,2,0,3,2,3,0,0,0,0,0,1,0
121.5897626,25.09052557,284,8,0,1,0,10,2,2,0,1,0,0,1,0,2
121.4771198,25.1095859,358,3,0,0,0,19,1,2,0,0,0,0,0,0,5
121.5299907,25.1122394,476,25,1,2,0,2,5,2,0,6,2,0,0,0,0
121.5396485,25.10197548,636,3,0,0,0,12,0,0,0,0,0,0,0,0,0
121.5375822,25.11436185,1021,59,1,0,0,14,3,6,0,2,1,0,0,0,1
121.5317983,25.11689065,479,32,0,0,0,3,2,4,0,0,0,0,0,0,0
121.5050523,25.1165556,813,7,0,0,0,6,1,4,0,0,0,0,0,0,0
121.5078304,25.11619418,270,36,0,0,0,0,0,3,0,1,0,0,0,0,0
121.5269272,25.11364195,423,13,0,1,0,5,5,3,0,0,2,0,0,0,0
121.5131731,25.1174467,481,28,0,1,0,2,0,3,0,1,0,0,0,0,1
121.5179289,25.11705047,896,51,0,0,0,7,2,4,0,1,0,0,0,1,0
121.516831,25.11818511,532,16,0,0,0,6,1,3,0,0,0,0,0,0,1
121.5218959,25.11145817,741,19,5,0,0,8,4,6,0,1,0,0,0,0,1
121.5504422,25.11422607,496,7,0,0,0,6,0,2,0,0,0,0,0,0,0
121.5055198,25.11943172,830,27,0,1,0,5,0,3,0,1,0,0,0,0,0
121.5293391,25.1201001,593,52,0,2,3,10,13,5,1,1,3,0,0,0,0
121.4633734,25.11729955,1388,67,0,0,0,10,1,8,0,1,0,0,0,0,3
121.5328686,25.11913557,375,15,0,1,0,7,2,7,0,0,0,0,0,0,0
121.51572,25.11867294,503,10,0,2,0,12,2,1,0,0,0,0,0,1,1
121.5337952,25.12293251,235,1,0,0,0,4,0,2,0,0,0,0,0,0,0
121.5015574,25.11954809,3102,16,1,0,0,13,1,1,0,0,0,0,0,1,0
121.5228342,25.11898321,971,16,0,2,0,12,0,2,0,0,0,0,0,0,0
121.5012146,25.12834965,659,83,0,1,0,5,1,5,0,3,0,0,1,0,1
121.5012526,25.13179245,602,63,0,0,0,6,3,7,0,1,0,0,0,1,0
121.5375132,25.1113374,454,3,0,0,0,8,0,3,0,0,0,0,0,0,1
121.4978292,25.13212613,755,42,1,1,0,12,9,2,0,3,1,0,0,0,0
121.5075482,25.1275741,567,1,0,2,0,14,0,6,0,2,2,0,0,0,4
121.5072956,25.13613128,339,23,0,0,0,5,1,3,0,2,0,0,0,0,0
121.4979478,25.13573519,705,45,0,1,0,7,6,5,0,8,0,0,0,0,0
121.553025,25.11975169,399,2,0,0,0,33,0,1,0,0,0,0,0,0,0
121.4959749,25.13653487,501,9,0,1,0,3,1,4,0,0,0,0,0,0,0
121.4985256,25.13751417,314,39,0,0,0,2,2,2,0,1,0,0,0,0,0
121.5580368,25.1242363,37,0,0,0,0,17,0,1,0,0,0,0,0,0,0
121.4683955,25.12813596,2034,45,3,0,0,35,4,7,0,2,0,1,0,2,1
121.528145,25.12258708,553,11,0,0,0,16,2,3,0,2,0,1,0,0,1
121.5254798,25.12355715,478,7,0,1,0,20,0,4,0,0,0,0,0,0,5
121.5107155,25.14011842,323,5,1,0,0,29,0,1,0,0,0,0,0,0,2
121.4983891,25.13697833,353,12,0,0,0,2,0,0,0,1,0,0,0,0,1
121.4845894,25.14235855,482,15,0,0,0,6,0,4,0,0,0,0,0,1,1
121.5057657,25.1392036,562,27,0,2,0,18,0,4,0,3,0,0,1,1,0
121.6000484,25.13585265,199,0,0,0,0,61,1,0,0,0,0,0,0,0,5
121.546881,25.13106719,1278,75,1,2,0,26,6,8,0,3,0,0,0,0,0
121.5493851,25.14901449,437,8,0,0,0,48,0,1,0,0,0,0,0,0,2
121.5740513,25.13253307,48,4,0,0,0,33,0,0,0,0,0,0,0,0,0
121.5653351,25.15926788,226,5,0,0,0,59,4,1,0,0,0,0,0,0,1
121.495946,25.14268218,84,8,0,1,0,2,0,1,0,0,0,0,0,0,0
121.4995017,25.1417863,219,20,0,1,0,6,0,2,0,0,0,0,0,0,1
121.4994352,25.14127055,345,16,0,0,0,3,1,4,0,1,0,0,0,0,1
121.4889592,25.14280795,438,6,0,1,0,7,1,0,0,0,0,0,0,0,0
121.4950922,25.14519751,114,9,0,0,0,3,0,2,0,0,0,0,0,0,0
121.5285147,25.15520146,174,0,0,0,0,33,0,1,0,0,0,0,0,0,5
121.4996409,25.15790713,64,1,0,0,0,3,0,0,0,0,0,0,0,0,4
121.5428314,25.16590265,424,12,0,0,0,47,1,0,0,0,0,0,0,0,0
